iOS Emoji

by Eric Fredricksen 2016 (source code)
This'll work best in Safari; Chrome will show most of it correctly.
[dense] [descriptive]
People
🗾	SILHOUETTE OF JAPAN	&#x1f5fe;
🏕	CAMPING	&#x1f3d5;
⛺️	TENT	&#x26fa;&#xfe0f;
🏞	NATIONAL PARK	&#x1f3de;
🛣	MOTORWAY	&#x1f6e3;
🛤	RAILWAY TRACK	&#x1f6e4;
🌅	SUNRISE	&#x1f305;
🌄	SUNRISE OVER MOUNTAINS	&#x1f304;
🏜	DESERT	&#x1f3dc;
🏖	BEACH WITH UMBRELLA	&#x1f3d6;
🏝	DESERT ISLAND	&#x1f3dd;
🌇	SUNSET OVER BUILDINGS	&#x1f307;
🌆	CITYSCAPE AT DUSK	&#x1f306;
🏙	CITYSCAPE	&#x1f3d9;
🌃	NIGHT WITH STARS	&#x1f303;
🌉	BRIDGE AT NIGHT	&#x1f309;
🌌	MILKY WAY	&#x1f30c;
🌠	SHOOTING STAR	&#x1f320;
🎇	FIREWORK SPARKLER	&#x1f387;
🎆	FIREWORKS	&#x1f386;
🌈	RAINBOW	&#x1f308;
🏘	HOUSE BUILDINGS	&#x1f3d8;
🏰	EUROPEAN CASTLE	&#x1f3f0;
🏯	JAPANESE CASTLE	&#x1f3ef;
🏟	STADIUM	&#x1f3df;
🗽	STATUE OF LIBERTY	&#x1f5fd;
🏠	HOUSE BUILDING	&#x1f3e0;
🏡	HOUSE WITH GARDEN	&#x1f3e1;
🏚	DERELICT HOUSE BUILDING	&#x1f3da;
🏢	OFFICE BUILDING	&#x1f3e2;
🏬	DEPARTMENT STORE	&#x1f3ec;
🏣	JAPANESE POST OFFICE	&#x1f3e3;
🏤	EUROPEAN POST OFFICE	&#x1f3e4;
🏥	HOSPITAL	&#x1f3e5;
🏦	BANK	&#x1f3e6;
🏨	HOTEL	&#x1f3e8;
🏪	CONVENIENCE STORE	&#x1f3ea;
🏫	SCHOOL	&#x1f3eb;
🏩	LOVE HOTEL	&#x1f3e9;
💒	WEDDING	&#x1f492;
🏛	CLASSICAL BUILDING	&#x1f3db;
⛪️	CHURCH	&#x26ea;&#xfe0f;
🕌	MOSQUE	&#x1f54c;
🕍	SYNAGOGUE	&#x1f54d;
🕋	KAABA	&#x1f54b;
⛩	SHINTO SHRINE	&#x26e9;
Objects
⌚️	WATCH	&#x231a;&#xfe0f;
📱	MOBILE PHONE	&#x1f4f1;
📲	MOBILE PHONE WITH RIGHTWARDS ARROW AT LEFT	&#x1f4f2;
💻	PERSONAL COMPUTER	&#x1f4bb;
⌨️	KEYBOARD	&#x2328;&#xfe0f;
🖥	DESKTOP COMPUTER	&#x1f5a5;
🖨	PRINTER	&#x1f5a8;
🖱	THREE BUTTON MOUSE	&#x1f5b1;
🖲	TRACKBALL	&#x1f5b2;
🕹	JOYSTICK	&#x1f579;
🗜	COMPRESSION	&#x1f5dc;
💽	MINIDISC	&#x1f4bd;
💾	FLOPPY DISK	&#x1f4be;
💿	OPTICAL DISC	&#x1f4bf;
📀	DVD	&#x1f4c0;
📼	VIDEOCASSETTE	&#x1f4fc;
📷	CAMERA	&#x1f4f7;
📸	CAMERA WITH FLASH	&#x1f4f8;
📹	VIDEO CAMERA	&#x1f4f9;
🎥	MOVIE CAMERA	&#x1f3a5;
📽	FILM PROJECTOR	&#x1f4fd;
🎞	FILM FRAMES	&#x1f39e;
📞	TELEPHONE RECEIVER	&#x1f4de;
☎️	BLACK TELEPHONE	&#x260e;&#xfe0f;
📟	PAGER	&#x1f4df;
📠	FAX MACHINE	&#x1f4e0;
📺	TELEVISION	&#x1f4fa;
📻	RADIO	&#x1f4fb;
🎙	STUDIO MICROPHONE	&#x1f399;
🎚	LEVEL SLIDER	&#x1f39a;
🎛	CONTROL KNOBS	&#x1f39b;
⏱	STOPWATCH	&#x23f1;
⏲	TIMER CLOCK	&#x23f2;
⏰	ALARM CLOCK	&#x23f0;
🕰	MANTELPIECE CLOCK	&#x1f570;
⏳	HOURGLASS WITH FLOWING SAND	&#x23f3;
⌛️	HOURGLASS	&#x231b;&#xfe0f;
📡	SATELLITE ANTENNA	&#x1f4e1;
🔋	BATTERY	&#x1f50b;
🔌	ELECTRIC PLUG	&#x1f50c;
💡	ELECTRIC LIGHT BULB	&#x1f4a1;
🔦	ELECTRIC TORCH	&#x1f526;
🕯	CANDLE	&#x1f56f;
🗑	WASTEBASKET	&#x1f5d1;
🛢	OIL DRUM	&#x1f6e2;
💸	MONEY WITH WINGS	&#x1f4b8;
💵	BANKNOTE WITH DOLLAR SIGN	&#x1f4b5;
💴	BANKNOTE WITH YEN SIGN	&#x1f4b4;
💶	BANKNOTE WITH EURO SIGN	&#x1f4b6;
💷	BANKNOTE WITH POUND SIGN	&#x1f4b7;
💰	MONEY BAG	&#x1f4b0;
💳	CREDIT CARD	&#x1f4b3;
💎	GEM STONE	&#x1f48e;
⚖	SCALES	&#x2696;
🔧	WRENCH	&#x1f527;
🔨	HAMMER	&#x1f528;
⚒	HAMMER AND PICK	&#x2692;
🛠	HAMMER AND WRENCH	&#x1f6e0;
⛏	PICK	&#x26cf;
🔩	NUT AND BOLT	&#x1f529;
⚙	GEAR	&#x2699;
⛓	CHAINS	&#x26d3;
🔫	PISTOL	&#x1f52b;
💣	BOMB	&#x1f4a3;
🔪	HOCHO	&#x1f52a;
🗡	DAGGER KNIFE	&#x1f5e1;
⚔	CROSSED SWORDS	&#x2694;
🛡	SHIELD	&#x1f6e1;
🚬	SMOKING SYMBOL	&#x1f6ac;
⚰	COFFIN	&#x26b0;
⚱	FUNERAL URN	&#x26b1;
🏺	AMPHORA	&#x1f3fa;
🔮	CRYSTAL BALL	&#x1f52e;
📿	PRAYER BEADS	&#x1f4ff;
💈	BARBER POLE	&#x1f488;
⚗	ALEMBIC	&#x2697;
🔭	TELESCOPE	&#x1f52d;
🔬	MICROSCOPE	&#x1f52c;
🕳	HOLE	&#x1f573;
💊	PILL	&#x1f48a;
💉	SYRINGE	&#x1f489;
🌡	THERMOMETER	&#x1f321;
🚽	TOILET	&#x1f6bd;
🚿	SHOWER	&#x1f6bf;
🛁	BATHTUB	&#x1f6c1;
🛎	BELLHOP BELL	&#x1f6ce;
🔑	KEY	&#x1f511;
🗝	OLD KEY	&#x1f5dd;
🚪	DOOR	&#x1f6aa;
🛋	COUCH AND LAMP	&#x1f6cb;
🛌	SLEEPING ACCOMMODATION	&#x1f6cc;
🛏	BED	&#x1f6cf;
🖼	FRAME WITH PICTURE	&#x1f5bc;
⛱	UMBRELLA ON GROUND	&#x26f1;
🗿	MOYAI	&#x1f5ff;
🛍	SHOPPING BAGS	&#x1f6cd;
🎁	WRAPPED PRESENT	&#x1f381;
🎈	BALLOON	&#x1f388;
🎏	CARP STREAMER	&#x1f38f;
🎀	RIBBON	&#x1f380;
🎊	CONFETTI BALL	&#x1f38a;
🎉	PARTY POPPER	&#x1f389;
🎐	WIND CHIME	&#x1f390;
🏮	IZAKAYA LANTERN	&#x1f3ee;
🎎	JAPANESE DOLLS	&#x1f38e;
✉️	ENVELOPE	&#x2709;&#xfe0f;
📩	ENVELOPE WITH DOWNWARDS ARROW ABOVE	&#x1f4e9;
📨	INCOMING ENVELOPE	&#x1f4e8;
📧	E-MAIL SYMBOL	&#x1f4e7;
💌	LOVE LETTER	&#x1f48c;
📥	INBOX TRAY	&#x1f4e5;
📤	OUTBOX TRAY	&#x1f4e4;
📦	PACKAGE	&#x1f4e6;
🏷	LABEL	&#x1f3f7;
🔖	BOOKMARK	&#x1f516;
📪	CLOSED MAILBOX WITH LOWERED FLAG	&#x1f4ea;
📫	CLOSED MAILBOX WITH RAISED FLAG	&#x1f4eb;
📬	OPEN MAILBOX WITH RAISED FLAG	&#x1f4ec;
📭	OPEN MAILBOX WITH LOWERED FLAG	&#x1f4ed;
📮	POSTBOX	&#x1f4ee;
📯	POSTAL HORN	&#x1f4ef;
📜	SCROLL	&#x1f4dc;
📃	PAGE WITH CURL	&#x1f4c3;
📄	PAGE FACING UP	&#x1f4c4;
📑	BOOKMARK TABS	&#x1f4d1;
📊	BAR CHART	&#x1f4ca;
📈	CHART WITH UPWARDS TREND	&#x1f4c8;
📉	CHART WITH DOWNWARDS TREND	&#x1f4c9;
🗒	SPIRAL NOTE PAD	&#x1f5d2;
🗓	SPIRAL CALENDAR PAD	&#x1f5d3;
📆	TEAR-OFF CALENDAR	&#x1f4c6;
📅	CALENDAR	&#x1f4c5;
📇	CARD INDEX	&#x1f4c7;
🗃	CARD FILE BOX	&#x1f5c3;
🗳	BALLOT BOX WITH BALLOT	&#x1f5f3;
🗄	FILE CABINET	&#x1f5c4;
📋	CLIPBOARD	&#x1f4cb;
📁	FILE FOLDER	&#x1f4c1;
📂	OPEN FILE FOLDER	&#x1f4c2;
🗂	CARD INDEX DIVIDERS	&#x1f5c2;
🗞	ROLLED-UP NEWSPAPER	&#x1f5de;
📰	NEWSPAPER	&#x1f4f0;
📓	NOTEBOOK	&#x1f4d3;
📔	NOTEBOOK WITH DECORATIVE COVER	&#x1f4d4;
📒	LEDGER	&#x1f4d2;
📕	CLOSED BOOK	&#x1f4d5;
📗	GREEN BOOK	&#x1f4d7;
📘	BLUE BOOK	&#x1f4d8;
📙	ORANGE BOOK	&#x1f4d9;
📚	BOOKS	&#x1f4da;
📖	OPEN BOOK	&#x1f4d6;
🔗	LINK SYMBOL	&#x1f517;
📎	PAPERCLIP	&#x1f4ce;
🖇	LINKED PAPERCLIPS	&#x1f587;
📐	TRIANGULAR RULER	&#x1f4d0;
📏	STRAIGHT RULER	&#x1f4cf;
✂️	BLACK SCISSORS	&#x2702;&#xfe0f;
📌	PUSHPIN	&#x1f4cc;
📍	ROUND PUSHPIN	&#x1f4cd;
🚩	TRIANGULAR FLAG ON POST	&#x1f6a9;
🎌	CROSSED FLAGS	&#x1f38c;
🏴	WAVING BLACK FLAG	&#x1f3f4;
🏁	CHEQUERED FLAG	&#x1f3c1;
🖌	LOWER LEFT PAINTBRUSH	&#x1f58c;
🖍	LOWER LEFT CRAYON	&#x1f58d;
🖊	LOWER LEFT BALLPOINT PEN	&#x1f58a;
🖋	LOWER LEFT FOUNTAIN PEN	&#x1f58b;
✒️	BLACK NIB	&#x2712;&#xfe0f;
📝	MEMO	&#x1f4dd;
✏️	PENCIL	&#x270f;&#xfe0f;
🔏	LOCK WITH INK PEN	&#x1f50f;
🔐	CLOSED LOCK WITH KEY	&#x1f510;
🔒	LOCK	&#x1f512;
🔓	OPEN LOCK	&#x1f513;
🔍	LEFT-POINTING MAGNIFYING GLASS	&#x1f50d;
🔎	RIGHT-POINTING MAGNIFYING GLASS	&#x1f50e;
Symbols
❤️	HEAVY BLACK HEART	&#x2764;&#xfe0f;
💛	YELLOW HEART	&#x1f49b;
💚	GREEN HEART	&#x1f49a;
💙	BLUE HEART	&#x1f499;
💜	PURPLE HEART	&#x1f49c;
💔	BROKEN HEART	&#x1f494;
❣️	HEAVY HEART EXCLAMATION MARK ORNAMENT	&#x2763;&#xfe0f;
💕	TWO HEARTS	&#x1f495;
💞	REVOLVING HEARTS	&#x1f49e;
💓	BEATING HEART	&#x1f493;
💗	GROWING HEART	&#x1f497;
💖	SPARKLING HEART	&#x1f496;
💘	HEART WITH ARROW	&#x1f498;
💝	HEART WITH RIBBON	&#x1f49d;
💟	HEART DECORATION	&#x1f49f;
☮️	PEACE SYMBOL	&#x262e;&#xfe0f;
✝️	LATIN CROSS	&#x271d;&#xfe0f;
☪️	STAR AND CRESCENT	&#x262a;&#xfe0f;
🕉	OM SYMBOL	&#x1f549;
☸️	WHEEL OF DHARMA	&#x2638;&#xfe0f;
✡️	STAR OF DAVID	&#x2721;&#xfe0f;
🔯	SIX POINTED STAR WITH MIDDLE DOT	&#x1f52f;
🕎	MENORAH WITH NINE BRANCHES	&#x1f54e;
☯️	YIN YANG	&#x262f;&#xfe0f;
☦️	ORTHODOX CROSS	&#x2626;&#xfe0f;
🛐	PLACE OF WORSHIP	&#x1f6d0;
⛎	OPHIUCHUS	&#x26ce;
♈️	ARIES	&#x2648;&#xfe0f;
♉️	TAURUS	&#x2649;&#xfe0f;
♊️	GEMINI	&#x264a;&#xfe0f;
♋️	CANCER	&#x264b;&#xfe0f;
♌️	LEO	&#x264c;&#xfe0f;
♍️	VIRGO	&#x264d;&#xfe0f;
♎️	LIBRA	&#x264e;&#xfe0f;
♏️	SCORPIUS	&#x264f;&#xfe0f;
♐️	SAGITTARIUS	&#x2650;&#xfe0f;
♑️	CAPRICORN	&#x2651;&#xfe0f;
♒️	AQUARIUS	&#x2652;&#xfe0f;
♓️	PISCES	&#x2653;&#xfe0f;
🆔	SQUARED ID	&#x1f194;
⚛	ATOM SYMBOL	&#x269b;
🈳	SQUARED CJK UNIFIED IDEOGRAPH-7A7A	&#x1f233;
🈹	SQUARED CJK UNIFIED IDEOGRAPH-5272	&#x1f239;
☢️	RADIOACTIVE SIGN	&#x2622;&#xfe0f;
☣️	BIOHAZARD SIGN	&#x2623;&#xfe0f;
📴	MOBILE PHONE OFF	&#x1f4f4;
📳	VIBRATION MODE	&#x1f4f3;
🈶	SQUARED CJK UNIFIED IDEOGRAPH-6709	&#x1f236;
🈚️	SQUARED CJK UNIFIED IDEOGRAPH-7121	&#x1f21a;&#xfe0f;
🈸	SQUARED CJK UNIFIED IDEOGRAPH-7533	&#x1f238;
🈺	SQUARED CJK UNIFIED IDEOGRAPH-55B6	&#x1f23a;
🈷️	SQUARED CJK UNIFIED IDEOGRAPH-6708	&#x1f237;&#xfe0f;
✴️	EIGHT POINTED BLACK STAR	&#x2734;&#xfe0f;
🆚	SQUARED VS	&#x1f19a;
🉑	CIRCLED IDEOGRAPH ACCEPT	&#x1f251;
💮	WHITE FLOWER	&#x1f4ae;
🉐	CIRCLED IDEOGRAPH ADVANTAGE	&#x1f250;
㊙️	CIRCLED IDEOGRAPH SECRET	&#x3299;&#xfe0f;
㊗️	CIRCLED IDEOGRAPH CONGRATULATION	&#x3297;&#xfe0f;
🈴	SQUARED CJK UNIFIED IDEOGRAPH-5408	&#x1f234;
🈵	SQUARED CJK UNIFIED IDEOGRAPH-6E80	&#x1f235;
🈲	SQUARED CJK UNIFIED IDEOGRAPH-7981	&#x1f232;
🅰️	NEGATIVE SQUARED LATIN CAPITAL LETTER A	&#x1f170;&#xfe0f;
🅱️	NEGATIVE SQUARED LATIN CAPITAL LETTER B	&#x1f171;&#xfe0f;
🆎	NEGATIVE SQUARED AB	&#x1f18e;
🆑	SQUARED CL	&#x1f191;
🅾️	NEGATIVE SQUARED LATIN CAPITAL LETTER O	&#x1f17e;&#xfe0f;
🆘	SQUARED SOS	&#x1f198;
⛔️	NO ENTRY	&#x26d4;&#xfe0f;
📛	NAME BADGE	&#x1f4db;
🚫	NO ENTRY SIGN	&#x1f6ab;
❌	CROSS MARK	&#x274c;
⭕️	HEAVY LARGE CIRCLE	&#x2b55;&#xfe0f;
💢	ANGER SYMBOL	&#x1f4a2;
♨️	HOT SPRINGS	&#x2668;&#xfe0f;
🚷	NO PEDESTRIANS	&#x1f6b7;
🚯	DO NOT LITTER SYMBOL	&#x1f6af;
🚳	NO BICYCLES	&#x1f6b3;
🚱	NON-POTABLE WATER SYMBOL	&#x1f6b1;
🔞	NO ONE UNDER EIGHTEEN SYMBOL	&#x1f51e;
📵	NO MOBILE PHONES	&#x1f4f5;
❗️	HEAVY EXCLAMATION MARK SYMBOL	&#x2757;&#xfe0f;
❕	WHITE EXCLAMATION MARK ORNAMENT	&#x2755;
❓	BLACK QUESTION MARK ORNAMENT	&#x2753;
❔	WHITE QUESTION MARK ORNAMENT	&#x2754;
‼️	DOUBLE EXCLAMATION MARK	&#x203c;&#xfe0f;
⁉️	EXCLAMATION QUESTION MARK	&#x2049;&#xfe0f;
💯	HUNDRED POINTS SYMBOL	&#x1f4af;
🔅	LOW BRIGHTNESS SYMBOL	&#x1f505;
🔆	HIGH BRIGHTNESS SYMBOL	&#x1f506;
🔱	TRIDENT EMBLEM	&#x1f531;
⚜	FLEUR-DE-LIS	&#x269c;
〽️	PART ALTERNATION MARK	&#x303d;&#xfe0f;
⚠️	WARNING SIGN	&#x26a0;&#xfe0f;
🚸	CHILDREN CROSSING	&#x1f6b8;
🔰	JAPANESE SYMBOL FOR BEGINNER	&#x1f530;
♻️	BLACK UNIVERSAL RECYCLING SYMBOL	&#x267b;&#xfe0f;
🈯️	SQUARED CJK UNIFIED IDEOGRAPH-6307	&#x1f22f;&#xfe0f;
💹	CHART WITH UPWARDS TREND AND YEN SIGN	&#x1f4b9;
❇️	SPARKLE	&#x2747;&#xfe0f;
✳️	EIGHT SPOKED ASTERISK	&#x2733;&#xfe0f;
❎	NEGATIVE SQUARED CROSS MARK	&#x274e;
✅	WHITE HEAVY CHECK MARK	&#x2705;
🌐	GLOBE WITH MERIDIANS	&#x1f310;
Ⓜ️	CIRCLED LATIN CAPITAL LETTER M	&#x24c2;&#xfe0f;
💠	DIAMOND SHAPE WITH A DOT INSIDE	&#x1f4a0;
🌀	CYCLONE	&#x1f300;
➿	DOUBLE CURLY LOOP	&#x27bf;
🏧	AUTOMATED TELLER MACHINE	&#x1f3e7;
🈂️	SQUARED KATAKANA SA	&#x1f202;&#xfe0f;
🛂	PASSPORT CONTROL	&#x1f6c2;
🛃	CUSTOMS	&#x1f6c3;
🛄	BAGGAGE CLAIM	&#x1f6c4;
🛅	LEFT LUGGAGE	&#x1f6c5;
♿️	WHEELCHAIR SYMBOL	&#x267f;&#xfe0f;
🚭	NO SMOKING SYMBOL	&#x1f6ad;
🚾	WATER CLOSET	&#x1f6be;
🅿️	NEGATIVE SQUARED LATIN CAPITAL LETTER P	&#x1f17f;&#xfe0f;
🚰	POTABLE WATER SYMBOL	&#x1f6b0;
🚹	MENS SYMBOL	&#x1f6b9;
🚺	WOMENS SYMBOL	&#x1f6ba;
🚼	BABY SYMBOL	&#x1f6bc;
🚻	RESTROOM	&#x1f6bb;
🚮	PUT LITTER IN ITS PLACE SYMBOL	&#x1f6ae;
🎦	CINEMA	&#x1f3a6;
📶	ANTENNA WITH BARS	&#x1f4f6;
🈁	SQUARED KATAKANA KOKO	&#x1f201;
🔤	INPUT SYMBOL FOR LATIN LETTERS	&#x1f524;
🔡	INPUT SYMBOL FOR LATIN SMALL LETTERS	&#x1f521;
🔠	INPUT SYMBOL FOR LATIN CAPITAL LETTERS	&#x1f520;
🔣	INPUT SYMBOL FOR SYMBOLS	&#x1f523;
ℹ️	INFORMATION SOURCE	&#x2139;&#xfe0f;
🆖	SQUARED NG	&#x1f196;
🆗	SQUARED OK	&#x1f197;
🆙	SQUARED UP WITH EXCLAMATION MARK	&#x1f199;
🆒	SQUARED COOL	&#x1f192;
🆕	SQUARED NEW	&#x1f195;
🆓	SQUARED FREE	&#x1f193;
0️⃣	KEYCAP 0	0&#xfe0f;&#x20e3;
1️⃣	KEYCAP 1	1&#xfe0f;&#x20e3;
2️⃣	KEYCAP 2	2&#xfe0f;&#x20e3;
3️⃣	KEYCAP 3	3&#xfe0f;&#x20e3;
4️⃣	KEYCAP 4	4&#xfe0f;&#x20e3;
5️⃣	KEYCAP 5	5&#xfe0f;&#x20e3;
6️⃣	KEYCAP 6	6&#xfe0f;&#x20e3;
7️⃣	KEYCAP 7	7&#xfe0f;&#x20e3;
8️⃣	KEYCAP 8	8&#xfe0f;&#x20e3;
9️⃣	KEYCAP 9	9&#xfe0f;&#x20e3;
🔟	KEYCAP TEN	&#x1f51f;
🔢	INPUT SYMBOL FOR NUMBERS	&#x1f522;
#️⃣	KEYCAP NUMBER SIGN	#&#xfe0f;&#x20e3;
*️⃣	KEYCAP ASTERISK	*&#xfe0f;&#x20e3;
▶️	BLACK RIGHT-POINTING TRIANGLE	&#x25b6;&#xfe0f;
⏸	DOUBLE VERTICAL BAR	&#x23f8;
⏯	BLACK RIGHT-POINTING TRIANGLE WITH DOUBLE VERTICAL BAR	&#x23ef;
⏹	BLACK SQUARE FOR STOP	&#x23f9;
⏺	BLACK CIRCLE FOR RECORD	&#x23fa;
⏭	BLACK RIGHT-POINTING DOUBLE TRIANGLE WITH VERTICAL BAR	&#x23ed;
⏮	BLACK LEFT-POINTING DOUBLE TRIANGLE WITH VERTICAL BAR	&#x23ee;
⏩	BLACK RIGHT-POINTING DOUBLE TRIANGLE	&#x23e9;
⏪	BLACK LEFT-POINTING DOUBLE TRIANGLE	&#x23ea;
⏫	BLACK UP-POINTING DOUBLE TRIANGLE	&#x23eb;
⏬	BLACK DOWN-POINTING DOUBLE TRIANGLE	&#x23ec;
◀️	BLACK LEFT-POINTING TRIANGLE	&#x25c0;&#xfe0f;
🔼	UP-POINTING SMALL RED TRIANGLE	&#x1f53c;
🔽	DOWN-POINTING SMALL RED TRIANGLE	&#x1f53d;
➡️	BLACK RIGHTWARDS ARROW	&#x27a1;&#xfe0f;
⬅️	LEFTWARDS BLACK ARROW	&#x2b05;&#xfe0f;
⬆️	UPWARDS BLACK ARROW	&#x2b06;&#xfe0f;
⬇️	DOWNWARDS BLACK ARROW	&#x2b07;&#xfe0f;
↗️	NORTH EAST ARROW	&#x2197;&#xfe0f;
↘️	SOUTH EAST ARROW	&#x2198;&#xfe0f;
↙️	SOUTH WEST ARROW	&#x2199;&#xfe0f;
↖️	NORTH WEST ARROW	&#x2196;&#xfe0f;
↕️	UP DOWN ARROW	&#x2195;&#xfe0f;
↔️	LEFT RIGHT ARROW	&#x2194;&#xfe0f;
↪️	RIGHTWARDS ARROW WITH HOOK	&#x21aa;&#xfe0f;
↩️	LEFTWARDS ARROW WITH HOOK	&#x21a9;&#xfe0f;
⤴️	ARROW POINTING RIGHTWARDS THEN CURVING UPWARDS	&#x2934;&#xfe0f;
⤵️	ARROW POINTING RIGHTWARDS THEN CURVING DOWNWARDS	&#x2935;&#xfe0f;
🔀	TWISTED RIGHTWARDS ARROWS	&#x1f500;
🔁	CLOCKWISE RIGHTWARDS AND LEFTWARDS OPEN CIRCLE ARROWS	&#x1f501;
🔂	CLOCKWISE RIGHTWARDS AND LEFTWARDS OPEN CIRCLE ARROWS WITH CIRCLED ONE OVERLAY	&#x1f502;
🔄	ANTICLOCKWISE DOWNWARDS AND UPWARDS OPEN CIRCLE ARROWS	&#x1f504;
🔃	CLOCKWISE DOWNWARDS AND UPWARDS OPEN CIRCLE ARROWS	&#x1f503;
🎵	MUSICAL NOTE	&#x1f3b5;
🎶	MULTIPLE MUSICAL NOTES	&#x1f3b6;
〰️	WAVY DASH	&#x3030;&#xfe0f;
➰	CURLY LOOP	&#x27b0;
✔️	HEAVY CHECK MARK	&#x2714;&#xfe0f;
➕	HEAVY PLUS SIGN	&#x2795;
➖	HEAVY MINUS SIGN	&#x2796;
➗	HEAVY DIVISION SIGN	&#x2797;
✖️	HEAVY MULTIPLICATION X	&#x2716;&#xfe0f;
💲	HEAVY DOLLAR SIGN	&#x1f4b2;
💱	CURRENCY EXCHANGE	&#x1f4b1;
™️	TRADE MARK SIGN	&#x2122;&#xfe0f;
©️	COPYRIGHT SIGN	&#xa9;&#xfe0f;
®️	REGISTERED SIGN	&#xae;&#xfe0f;
🔚	END WITH LEFTWARDS ARROW ABOVE	&#x1f51a;
🔙	BACK WITH LEFTWARDS ARROW ABOVE	&#x1f519;
🔛	ON WITH EXCLAMATION MARK WITH LEFT RIGHT ARROW ABOVE	&#x1f51b;
🔝	TOP WITH UPWARDS ARROW ABOVE	&#x1f51d;
🔜	SOON WITH RIGHTWARDS ARROW ABOVE	&#x1f51c;
☑️	BALLOT BOX WITH CHECK	&#x2611;&#xfe0f;
🔘	RADIO BUTTON	&#x1f518;
⚪️	MEDIUM WHITE CIRCLE	&#x26aa;&#xfe0f;
⚫️	MEDIUM BLACK CIRCLE	&#x26ab;&#xfe0f;
🔴	LARGE RED CIRCLE	&#x1f534;
🔵	LARGE BLUE CIRCLE	&#x1f535;
🔺	UP-POINTING RED TRIANGLE	&#x1f53a;
🔻	DOWN-POINTING RED TRIANGLE	&#x1f53b;
🔸	SMALL ORANGE DIAMOND	&#x1f538;
🔹	SMALL BLUE DIAMOND	&#x1f539;
🔶	LARGE ORANGE DIAMOND	&#x1f536;
🔷	LARGE BLUE DIAMOND	&#x1f537;
🔳	WHITE SQUARE BUTTON	&#x1f533;
🔲	BLACK SQUARE BUTTON	&#x1f532;
▪️	BLACK SMALL SQUARE	&#x25aa;&#xfe0f;
▫️	WHITE SMALL SQUARE	&#x25ab;&#xfe0f;
◾️	BLACK MEDIUM SMALL SQUARE	&#x25fe;&#xfe0f;
◽️	WHITE MEDIUM SMALL SQUARE	&#x25fd;&#xfe0f;
◼️	BLACK MEDIUM SQUARE	&#x25fc;&#xfe0f;
◻️	WHITE MEDIUM SQUARE	&#x25fb;&#xfe0f;
⬛️	BLACK LARGE SQUARE	&#x2b1b;&#xfe0f;
⬜️	WHITE LARGE SQUARE	&#x2b1c;&#xfe0f;
🔇	SPEAKER WITH CANCELLATION STROKE	&#x1f507;
🔈	SPEAKER	&#x1f508;
🔉	SPEAKER WITH ONE SOUND WAVE	&#x1f509;
🔊	SPEAKER WITH THREE SOUND WAVES	&#x1f50a;
🔕	BELL WITH CANCELLATION STROKE	&#x1f515;
🔔	BELL	&#x1f514;
📣	CHEERING MEGAPHONE	&#x1f4e3;
📢	PUBLIC ADDRESS LOUDSPEAKER	&#x1f4e2;
👁‍🗨	EYE IN SPEECH BUBBLE	&#x1f441;&#x200d;&#x1f5e8;
💬	SPEECH BALLOON	&#x1f4ac;
💭	THOUGHT BALLOON	&#x1f4ad;
🗯	RIGHT ANGER BUBBLE	&#x1f5ef;
🃏	PLAYING CARD BLACK JOKER	&#x1f0cf;
🀄️	MAHJONG TILE RED DRAGON	&#x1f004;&#xfe0f;
🎴	FLOWER PLAYING CARDS	&#x1f3b4;
♠️	BLACK SPADE SUIT	&#x2660;&#xfe0f;
♣️	BLACK CLUB SUIT	&#x2663;&#xfe0f;
♥️	BLACK HEART SUIT	&#x2665;&#xfe0f;
♦️	BLACK DIAMOND SUIT	&#x2666;&#xfe0f;
🕐	CLOCK FACE ONE OCLOCK	&#x1f550;
🕑	CLOCK FACE TWO OCLOCK	&#x1f551;
🕒	CLOCK FACE THREE OCLOCK	&#x1f552;
🕓	CLOCK FACE FOUR OCLOCK	&#x1f553;
🕔	CLOCK FACE FIVE OCLOCK	&#x1f554;
🕕	CLOCK FACE SIX OCLOCK	&#x1f555;
🕖	CLOCK FACE SEVEN OCLOCK	&#x1f556;
🕗	CLOCK FACE EIGHT OCLOCK	&#x1f557;
🕘	CLOCK FACE NINE OCLOCK	&#x1f558;
🕙	CLOCK FACE TEN OCLOCK	&#x1f559;
🕚	CLOCK FACE ELEVEN OCLOCK	&#x1f55a;
🕛	CLOCK FACE TWELVE OCLOCK	&#x1f55b;
🕜	CLOCK FACE ONE-THIRTY	&#x1f55c;
🕝	CLOCK FACE TWO-THIRTY	&#x1f55d;
🕞	CLOCK FACE THREE-THIRTY	&#x1f55e;
🕟	CLOCK FACE FOUR-THIRTY	&#x1f55f;
🕠	CLOCK FACE FIVE-THIRTY	&#x1f560;
🕡	CLOCK FACE SIX-THIRTY	&#x1f561;
🕢	CLOCK FACE SEVEN-THIRTY	&#x1f562;
🕣	CLOCK FACE EIGHT-THIRTY	&#x1f563;
🕤	CLOCK FACE NINE-THIRTY	&#x1f564;
🕥	CLOCK FACE TEN-THIRTY	&#x1f565;
🕦	CLOCK FACE ELEVEN-THIRTY	&#x1f566;
🕧	CLOCK FACE TWELVE-THIRTY	&#x1f567;
Flags
🇦🇫	FLAG OF AFGHANISTAN	&#x1f1e6;&#x1f1eb;
🇦🇽	FLAG OF ÅLAND ISLANDS	&#x1f1e6;&#x1f1fd;
